index,Image_name,specimen,species,source_dataset
2133,Lira-06-SP-03&&10-01-2023&&SPL092_01.jpg,Lira-06-SP-03&&10-01-2023&&SPL092,0,M7
2136,Lira-06-SP-03&&10-01-2023&&SPL094.jpg,Lira-06-SP-03&&10-01-2023&&SPL094,0,M7
2138,Lira-06-SP-03&&10-01-2023&&SPL089_02.jpg,Lira-06-SP-03&&10-01-2023&&SPL089,0,M7
2140,Lira-06-SP-03&&10-01-2023&&SPL094_01.jpg,Lira-06-SP-03&&10-01-2023&&SPL094,0,M7
2142,Lira-06-SP-03&&10-01-2023&&SPL092.jpg,Lira-06-SP-03&&10-01-2023&&SPL092,0,M7
2143,Lira-06-SP-03&&10-01-2023&&SPL092_02.jpg,Lira-06-SP-03&&10-01-2023&&SPL092,0,M7
2144,Lira-06-SP-03&&10-01-2023&&SPL094_02.jpg,Lira-06-SP-03&&10-01-2023&&SPL094,0,M7
2146,Adjumani_01_SP_03&&13-01-2023&&SPA015_03.jpg,Adjumani01SP03&&13-01-2023&&SPA015,0,M7
2147,Adjumani_01_SP_03&&13-01-2023&&SPA017_01.jpg,Adjumani01SP03&&13-01-2023&&SPA017,0,M7
2148,Adjumani_01_SP_03&&13-01-2023&&SPA015_01.jpg,Adjumani01SP03&&13-01-2023&&SPA015,0,M7
2149,Adjumani_01_SP_03&&13-01-2023&&SPA016.jpg,Adjumani_01_SP_03&&13-01-2023&&SPA016,0,M7
2150,Adjumani_01_SP_03&&13-01-2023&&SPA017.jpg,Adjumani_01_SP_03&&13-01-2023&&SPA017,0,M7
2151,Adjumani_01_SP_03&&13-01-2023&&SPA017_02.jpg,Adjumani01SP03&&13-01-2023&&SPA017,0,M7
2152,Adjumani_01_SP_03&&13-01-2023&&SPA018_02.jpg,Adjumani01SP03&&13-01-2023&&SPA018,0,M7
2153,Adjumani-01-SP-01&&13-01-2023&&SPA009.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA009,0,M7
2154,Adjumani-01-SP-01&&13-01-2023&&SPA013.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA013,0,M7
2155,Adjumani-01-SP-01&&13-01-2023&&SPA014_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA014,0,M7
2156,Adjumani-01-SP-01&&13-01-2023&&SPA011_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA011,0,M7
2157,Adjumani-01-SP-01&&13-01-2023&&SPA011.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA011,0,M7
2158,Adjumani-01-SP-01&&13-01-2023&&SPA011_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA011,0,M7
2159,Adjumani-01-SP-01&&13-01-2023&&SPA013_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA013,0,M7
2161,Adjumani-01-SP-01&&13-01-2023&&SPA005_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA005,0,M7
2162,Adjumani-01-SP-01&&13-01-2023&&SPA012_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA012,0,M7
2163,Adjumani-01-SP-01&&13-01-2023&&SPA012_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA012,0,M7
2164,Adjumani-01-SP-01&&13-01-2023&&SPA005.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA005,0,M7
2165,Adjumani-01-SP-01&&13-01-2023&&SPA006_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA006,0,M7
2167,Adjumani-01-SP-01&&13-01-2023&&SPA009_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA009,0,M7
2168,Adjumani-01-SP-01&&13-01-2023&&SPA009_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA009,0,M7
2169,Adjumani-01-SP-01&&13-01-2023&&SPA006.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA006,0,M7
2170,Adjumani-01-SP-01&&13-01-2023&&SPA004_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA004,0,M7
2171,Adjumani-01-SP-01&&13-01-2023&&SPA005_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA005,0,M7
2173,Adjuman01KS-04&&14-01-2023&&KSA039_01.jpg,Adjuman01KS-04&&14-01-2023&&KSA039,0,M7
2174,Adjuman01KS-04&&14-01-2023&&KSA042_01.jpg,Adjuman01KS-04&&14-01-2023&&KSA042,0,M7
2175,Adjuman01KS-04&&14-01-2023&&KSA044_03.jpg,Adjuman01KS-04&&14-01-2023&&KSA044,0,M7
2176,Adjuman01KS-04&&14-01-2023&&KSA041.jpg,Adjuman01KS-04&&14-01-2023&&KSA041,0,M7
2177,Adjuman01KS-04&&14-01-2023&&KSA042_02.jpg,Adjuman01KS-04&&14-01-2023&&KSA042,0,M7
2178,Adjuman01KS-04&&14-01-2023&&KSA043_02.jpg,Adjuman01KS-04&&14-01-2023&&KSA043,0,M7
2179,Adjuman01KS-04&&14-01-2023&&KSA040_02.jpg,Adjuman01KS-04&&14-01-2023&&KSA040,0,M7
2181,Adjuman01KS-04&&14-01-2023&&KSA043.jpg,Adjuman01KS-04&&14-01-2023&&KSA043,0,M7
2182,Adjuman01KS-04&&14-01-2023&&KSA044_02.jpg,Adjuman01KS-04&&14-01-2023&&KSA044,0,M7
2183,Adjuman01KS-04&&14-01-2023&&KSA040_01.jpg,Adjuman01KS-04&&14-01-2023&&KSA040,0,M7
2184,Adjuman01KS-04&&14-01-2023&&KSA041_01.jpg,Adjuman01KS-04&&14-01-2023&&KSA041,0,M7
2186,Adjuman01KS-04&&14-01-2023&&KSA044_04.jpg,Adjuman01KS-04&&14-01-2023&&KSA044,0,M7
2187,Adjuman01KS-04&&14-01-2023&&KSA044.jpg,Adjuman01KS-04&&14-01-2023&&KSA044,0,M7
2188,Adjumani-01-SP-01&&13-01-2023&&SPA006_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA006,0,M7
2189,Adjumani-01-SP-01&&13-01-2023&&SPA008.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA008,0,M7
2190,Adjumani-01-SP-01&&13-01-2023&&SPA004_02.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA004,0,M7
2194,Adjumani-01-SP-01&&13-01-2023&&SPA014_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA014,0,M7
2196,Adjumani-01-SP-01&&13-01-2023&&SPA015.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA015,0,M7
2197,Adjumani-01-SP-01&&13-01-2023&&SPA004_03.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA004,0,M7
2200,Adjumani_02_SP_01&&14-01-2023&&SPA033.jpg,Adjumani_02_SP_01&&14-01-2023&&SPA033,0,M7
2201,Adjumani_02_SP_01&&14-01-2023&&SPA029.jpg,Adjumani_02_SP_01&&14-01-2023&&SPA029,0,M7
2202,Adjumani_02_SP_01&&14-01-2023&&SPA031.jpg,Adjumani_02_SP_01&&14-01-2023&&SPA031,0,M7
2203,Adjumani-01-SP-01&&13-01-2023&&SPA013_01.jpg,Adjumani-01-SP-01&&13-01-2023&&SPA013,0,M7
2204,lira-05-JI-01&&11-01-2023&&JIL001.jpg,lira-05-JI-01&&11-01-2023&&JIL001,0,M7
2205,Lira-06-SP-06&&10-01-2023&&SPL095.jpg,Lira-06-SP-06&&10-01-2023&&SPL095,0,M7
2206,Lira-06-SP-06&&10-01-2023&&SPL099_02.jpg,Lira-06-SP-06&&10-01-2023&&SPL099,0,M7
2207,ADJUMANI01LI-03&&14-01-2023&&LIA018.jpg,ADJUMANI01LI-03&&14-01-2023&&LIA018,0,M7
2208,ADJUMANI01LI-03&&14-01-2023&&LIA018_01.jpg,ADJUMANI01LI-03&&14-01-2023&&LIA018,0,M7
2209,ADJUMANI01LI-03&&14-01-2023&&LIA017.jpg,ADJUMANI01LI-03&&14-01-2023&&LIA017,0,M7
2210,ADJUMANI01LI-03&&14-01-2023&&LIA016_01.jpg,ADJUMANI01LI-03&&14-01-2023&&LIA016,0,M7
2211,ADJUMANI01LI-03&&14-01-2023&&LIA018_02.jpg,ADJUMANI01LI-03&&14-01-2023&&LIA018,0,M7
2212,ADJUMANI01LI-03&&14-01-2023&&LIA016_02.jpg,ADJUMANI01LI-03&&14-01-2023&&LIA016,0,M7
2213,Lira-06-SP-03&&10-01-2023&&SPL090_02.jpg,Lira-06-SP-03&&10-01-2023&&SPL090,0,M7
2214,Lira-06-SP-03&&10-01-2023&&SPL089.jpg,Lira-06-SP-03&&10-01-2023&&SPL089,0,M7
2215,Lira-06-SP-03&&10-01-2023&&SPL090_01.jpg,Lira-06-SP-03&&10-01-2023&&SPL090,0,M7
2216,ADJUMANI01LI-02&&14-01-2023&&LIA014_03.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA014,0,M7
2218,ADJUMANI01LI-02&&14-01-2023&&LIA008.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA008,0,M7
2219,ADJUMANI01LI-02&&14-01-2023&&LIA010_02.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA010,0,M7
2220,Lira-06-SP-01&&10-01-2023&&SPL077_02.jpg,Lira-06-SP-01&&10-01-2023&&SPL077,0,M7
2221,Lira-06-SP-01&&10-01-2023&&SPL074_02.jpg,Lira-06-SP-01&&10-01-2023&&SPL074,0,M7
2222,ADJUMANI01LI-02&&14-01-2023&&LIA008_02.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA008,0,M7
2223,ADJUMANI01LI-02&&14-01-2023&&LIA012.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA012,0,M7
2224,Lira-06-SP-01&&10-01-2023&&SPL079_01.jpg,Lira-06-SP-01&&10-01-2023&&SPL079,0,M7
2225,ADJUMANI01LI-02&&14-01-2023&&LIA011.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA011,0,M7
2226,ADJUMANI01LI-02&&14-01-2023&&LIA013_01.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA013,0,M7
2227,ADJUMANI01LI-02&&14-01-2023&&LIA012_01.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA012,0,M7
2228,ADJUMANI01LI-02&&14-01-2023&&LIA011_01.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA011,0,M7
2229,ADJUMANI01LI-02&&14-01-2023&&LIA009_01.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA009,0,M7
2230,ADJUMANI01LI-02&&14-01-2023&&LIA012_02.jpg,ADJUMANI01LI-02&&14-01-2023&&LIA012,0,M7
2232,Lira-06-SP-01&&10-01-2023&&SPL076_02.jpg,Lira-06-SP-01&&10-01-2023&&SPL076,0,M7
2233,Lira-04-SP-06&&10-01-2023&&SPL065_02.jpg,Lira-04-SP-06&&10-01-2023&&SPL065,0,M7
2235,Lira-04-SP-06&&10-01-2023&&SPL064_02.jpg,Lira-04-SP-06&&10-01-2023&&SPL064,0,M7
2236,Lira-04-SP-06&&10-01-2023&&SPL069_01.jpg,Lira-04-SP-06&&10-01-2023&&SPL069,0,M7
2237,Lira-04-SP-06&&10-01-2023&&SPL064.jpg,Lira-04-SP-06&&10-01-2023&&SPL064,0,M7
2238,Lira-04-SP-06&&10-01-2023&&SPL070.jpg,Lira-04-SP-06&&10-01-2023&&SPL070,0,M7
2239,Lira-04-SP-06&&10-01-2023&&SPL069.jpg,Lira-04-SP-06&&10-01-2023&&SPL069,0,M7
2240,Lira-04-SP-06&&10-01-2023&&SPL070_01.jpg,Lira-04-SP-06&&10-01-2023&&SPL070,0,M7
2241,LIRA-04-OD-03&&10-01-2023&&ODL052.jpg,LIRA-04-OD-03&&10-01-2023&&ODL052,0,M7
2242,LIRA-04-OD-03&&10-01-2023&&ODL048.jpg,LIRA-04-OD-03&&10-01-2023&&ODL048,0,M7
2246,LIRA-04-OD-03&&10-01-2023&&ODL052_02.jpg,LIRA-04-OD-03&&10-01-2023&&ODL052,0,M7
2247,LIRA-04-OD-03&&10-01-2023&&ODL052_01.jpg,LIRA-04-OD-03&&10-01-2023&&ODL052,0,M7
2248,Lira-05-SP-01&&09-01-2023&&SPL042.jpg,Lira-05-SP-01&&09-01-2023&&SPL042,0,M7
2249,Lira-05-SP-01&&09-01-2023&&SPL039_01.jpg,Lira-05-SP-01&&09-01-2023&&SPL039,0,M7
2250,Lira-05-SP-01&&09-01-2023&&SPL041.jpg,Lira-05-SP-01&&09-01-2023&&SPL041,0,M7
2251,Lira-05-SP-01&&09-01-2023&&SPL038.jpg,Lira-05-SP-01&&09-01-2023&&SPL038,0,M7
2252,Lira-05-SP-01&&09-01-2023&&SPL038_01.jpg,Lira-05-SP-01&&09-01-2023&&SPL038,0,M7
2254,LIRA-04-OD-2.0.6&&10-01-2023&&ODL151_01.jpg,LIRA-04-OD-2.0.6&&10-01-2023&&ODL151,0,M7
2256,LIRA-04-OD-2.0.6&&10-01-2023&&ODL150.jpg,LIRA-04-OD-2.0.6&&10-01-2023&&ODL150,0,M7
2257,LIRA-04-OD-2.0.6&&10-01-2023&&ODL153_01.jpg,LIRA-04-OD-2.0.6&&10-01-2023&&ODL153,0,M7
2259,LIRA-04-OD-2.0.6&&10-01-2023&&ODL153_02.jpg,LIRA-04-OD-2.0.6&&10-01-2023&&ODL153,0,M7
2260,LIRA-04-OD-2.0.6&&10-01-2023&&ODL151_02.jpg,LIRA-04-OD-2.0.6&&10-01-2023&&ODL151,0,M7
2263,LIRA-04-OD-2.0.6&&10-01-2023&&ODL155_02.jpg,LIRA-04-OD-2.0.6&&10-01-2023&&ODL155,0,M7
2264,Lira-04-SP-05&&09-01-2023&&SPL027_02.jpg,Lira-04-SP-05&&09-01-2023&&SPL027,0,M7
2265,Lira-04-RT-02&&09-01-2023&&RTL012_02.jpg,Lira-04-RT-02&&09-01-2023&&RTL012,0,M7
2266,Lira-04-RT-02&&09-01-2023&&RTL009.jpg,Lira-04-RT-02&&09-01-2023&&RTL009,0,M7
2267,Lira-04-RT-02&&09-01-2023&&RTL010.jpg,Lira-04-RT-02&&09-01-2023&&RTL010,0,M7
2268,Lira-04-RT-02&&09-01-2023&&RTL011.jpg,Lira-04-RT-02&&09-01-2023&&RTL011,0,M7
2269,Lira-04-RT-02&&09-01-2023&&RTL009_02.jpg,Lira-04-RT-02&&09-01-2023&&RTL009,0,M7
2271,Lira-04-RT-02&&09-01-2023&&RTL008_01.jpg,Lira-04-RT-02&&09-01-2023&&RTL008,0,M7
2273,Lira-04-RT-02&&09-01-2023&&RTL011_02.jpg,Lira-04-RT-02&&09-01-2023&&RTL011,0,M7
2274,Lira-04-RT-02&&09-01-2023&&RTL010_02.jpg,Lira-04-RT-02&&09-01-2023&&RTL010,0,M7
2275,ADJUMAN01KS-05&&14-01-2023&&KSA046_02.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA046,0,M7
2276,ADJUMAN01KS-05&&14-01-2023&&KSA045_01.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA045,0,M7
2277,ADJUMAN01KS-05&&14-01-2023&&KSA049_01.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA049,0,M7
2278,ADJUMAN01KS-05&&14-01-2023&&KSA047.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA047,0,M7
2279,ADJUMAN01KS-05&&14-01-2023&&KSA050_01.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA050,0,M7
2280,ADJUMAN01KS-05&&14-01-2023&&KSA046.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA046,0,M7
2281,ADJUMAN01KS-05&&14-01-2023&&KSA050_02.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA050,0,M7
2282,ADJUMAN01KS-05&&14-01-2023&&KSA047_01.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA047,0,M7
2283,ADJUMAN01KS-05&&14-01-2023&&KSA045.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA045,0,M7
2284,ADJUMAN01KS-05&&14-01-2023&&KSA046_01.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA046,0,M7
2285,ADJUMAN01KS-05&&14-01-2023&&KSA045_02.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA045,0,M7
2286,ADJUMAN01KS-05&&14-01-2023&&KSA049.jpg,ADJUMAN01KS-05&&14-01-2023&&KSA049,0,M7
2287,Adjuman01KS-01&&13-01-2023&&KSA023.jpg,Adjuman01KS-01&&13-01-2023&&KSA023,0,M7
2288,Adjuman01KS-01&&13-01-2023&&KSA032.jpg,Adjuman01KS-01&&13-01-2023&&KSA032,0,M7
2290,Adjuman01KS-01&&13-01-2023&&KSA028_02.jpg,Adjuman01KS-01&&13-01-2023&&KSA028,0,M7
2291,Adjuman01KS-01&&13-01-2023&&KSA025_01.jpg,Adjuman01KS-01&&13-01-2023&&KSA025,0,M7
2293,Adjuman01KS-01&&13-01-2023&&KSA031_02.jpg,Adjuman01KS-01&&13-01-2023&&KSA031,0,M7
2296,Adjuman01KS-01&&13-01-2023&&KSA023_02.jpg,Adjuman01KS-01&&13-01-2023&&KSA023,0,M7
2298,Adjuman01KS-01&&13-01-2023&&KSA027.jpg,Adjuman01KS-01&&13-01-2023&&KSA027,0,M7
2299,Adjuman01KS-01&&13-01-2023&&KSA025.jpg,Adjuman01KS-01&&13-01-2023&&KSA025,0,M7
2300,Adjuman01KS-01&&13-01-2023&&KSA035.jpg,Adjuman01KS-01&&13-01-2023&&KSA035,0,M7
2301,Adjuman01KS-01&&13-01-2023&&KSA025_02.jpg,Adjuman01KS-01&&13-01-2023&&KSA025,0,M7
2302,Adjuman01KS-01&&13-01-2023&&KSA034_01.jpg,Adjuman01KS-01&&13-01-2023&&KSA034,0,M7
2303,Adjuman01KS-01&&13-01-2023&&KSA034.jpg,Adjuman01KS-01&&13-01-2023&&KSA034,0,M7
2304,Adjuman01KS-01&&13-01-2023&&KSA032_01.jpg,Adjuman01KS-01&&13-01-2023&&KSA032,0,M7
2305,Adjuman01KS-01&&13-01-2023&&KSA034_02.jpg,Adjuman01KS-01&&13-01-2023&&KSA034,0,M7
2306,ADJUMANI02DRA_01&&14-01-2023&&DRA005.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA005,0,M7
2307,Lira06KS-05&&11-01-2023&&KSL106.jpg,Lira06KS-05&&11-01-2023&&KSL106,0,M7
2311,Lira06KS-05&&11-01-2023&&KSL103.jpg,Lira06KS-05&&11-01-2023&&KSL103,0,M7
2312,Lira06KS-05&&11-01-2023&&KSL108_02.jpg,Lira06KS-05&&11-01-2023&&KSL108,0,M7
2315,Lira06KS-05&&11-01-2023&&KSL102_02.jpg,Lira06KS-05&&11-01-2023&&KSL102,0,M7
2316,Lira06KS-05&&11-01-2023&&KSL108_01.jpg,Lira06KS-05&&11-01-2023&&KSL108,0,M7
2317,Lira06KS-05&&11-01-2023&&KSL108.jpg,Lira06KS-05&&11-01-2023&&KSL108,0,M7
2319,Lira06KS-05&&11-01-2023&&KSL102_04.jpg,Lira06KS-05&&11-01-2023&&KSL102,0,M7
2320,Lira06KS-05&&11-01-2023&&KSL102_03.jpg,Lira06KS-05&&11-01-2023&&KSL102,0,M7
2322,Lira06KS-05&&11-01-2023&&KSL106_01.jpg,Lira06KS-05&&11-01-2023&&KSL106,0,M7
2323,Lira06KS-05&&11-01-2023&&KSL103_01.jpg,Lira06KS-05&&11-01-2023&&KSL103,0,M7
2324,Lira06KS-05&&11-01-2023&&KSL103_02.jpg,Lira06KS-05&&11-01-2023&&KSL103,0,M7
2326,ADJUMANI02DRA_01&&14-01-2023&&DRA001_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA001,0,M7
2327,ADJUMANI02DRA_01&&14-01-2023&&DRA001.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA001,0,M7
2328,ADJUMANI02DRA_01&&14-01-2023&&DRA002_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA002,0,M7
2329,ADJUMANI02DRA_01&&14-01-2023&&DRA008_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA008,0,M7
2330,ADJUMANI02DRA_01&&14-01-2023&&DRA008_03.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA008,0,M7
2331,ADJUMANI02DRA_01&&14-01-2023&&DRA011_03.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA011,0,M7
2335,ADJUMANI02DRA_01&&14-01-2023&&DRA003.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA003,0,M7
2336,ADJUMANI02DRA_01&&14-01-2023&&DRA005_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA005,0,M7
2337,ADJUMANI02DRA_01&&14-01-2023&&DRA002_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA002,0,M7
2338,ADJUMANI02DRA_01&&14-01-2023&&DRA014_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA014,0,M7
2339,ADJUMANI02DRA_01&&14-01-2023&&DRA001_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA001,0,M7
2340,ADJUMANI02DRA_01&&14-01-2023&&DRA004.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA004,0,M7
2341,ADJUMANI02DRA_01&&14-01-2023&&DRA011_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA011,0,M7
2342,ADJUMANI02DRA_01&&14-01-2023&&DRA008_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA008,0,M7
2343,ADJUMANI02DRA_01&&14-01-2023&&DRA009_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA009,0,M7
2345,ADJUMANI02DRA_01&&14-01-2023&&DRA004_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA004,0,M7
2346,ADJUMANI02DRA_01&&14-01-2023&&DRA010.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA010,0,M7
2348,ADJUMANI02DRA_01&&14-01-2023&&DRA014.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA014,0,M7
2349,ADJUMANI02DRA_01&&14-01-2023&&DRA010_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA010,0,M7
2350,ADJUMANI02DRA_01&&14-01-2023&&DRA008.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA008,0,M7
2351,ADJUMANI02DRA_01&&14-01-2023&&DRA010_03.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA010,0,M7
2352,ADJUMANI02DRA_01&&14-01-2023&&DRA007.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA007,0,M7
2353,ADJUMANI02DRA_01&&14-01-2023&&DRA006.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA006,0,M7
2355,ADJUMANI02DRA_01&&14-01-2023&&DRA004_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA004,0,M7
2356,ADJUMANI02DRA_01&&14-01-2023&&DRA009.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA009,0,M7
2358,ADJUMANI02DRA_01&&14-01-2023&&DRA011_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA011,0,M7
2359,ADJUMANI02DRA_01&&14-01-2023&&DRA009_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA009,0,M7
2360,ADJUMANI02DRA_01&&14-01-2023&&DRA010_04.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA010,0,M7
2362,ADJUMANI02DRA_01&&14-01-2023&&DRA010_02.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA010,0,M7
2365,ADJUMANI02DRA_01&&14-01-2023&&DRA007_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA007,0,M7
2366,ADJUMANI02DRA_01&&14-01-2023&&DRA011.jpg,ADJUMANI02DRA_01&&14-01-2023&&DRA011,0,M7
2367,ADJUMANI02DRA_01&&14-01-2023&&DRA014_01.jpg,ADJUMANI02DRA01&&14-01-2023&&DRA014,0,M7
2368,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL134.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL134,0,M7
2370,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL146.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL146,0,M7
2371,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL153.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL153,0,M7
2372,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL149.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL149,0,M7
2373,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL152.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL152,0,M7
2374,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL145.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL145,0,M7
2375,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL136.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL136,0,M7
2377,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL139.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL139,0,M7
2378,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL148.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL148,0,M7
2379,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL138.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL138,0,M7
2380,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL158.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL158,0,M7
2381,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL142.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL142,0,M7
2382,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL160.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL160,0,M7
2384,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL144.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL144,0,M7
2385,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL159.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL159,0,M7
2386,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL143.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL143,0,M7
2387,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL151.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL151,0,M7
2388,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL133.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL133,0,M7
2390,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL135.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL135,0,M7
2391,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL154.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL154,0,M7
2392,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL137.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL137,0,M7
2393,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL155.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL155,0,M7
2394,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL157.jpg,Lira-06-SP-02-Lens-2&&10-01-2023&&SPL157,0,M7
2395,Lira-05-RT-07&&10-01-2023&&RTL020_02.jpg,Lira-05-RT-07&&10-01-2023&&RTL020,0,M7
2396,Lira-05-RT-07&&10-01-2023&&RTL020_01.jpg,Lira-05-RT-07&&10-01-2023&&RTL020,0,M7
2397,Lira-05-RT-07&&10-01-2023&&RTL020.jpg,Lira-05-RT-07&&10-01-2023&&RTL020,0,M7
2398,Lira-05-RT-07&&10-01-2023&&RTL023.jpg,Lira-05-RT-07&&10-01-2023&&RTL023,0,M7
2400,Lira-05-RT-07&&10-01-2023&&RTL022.jpg,Lira-05-RT-07&&10-01-2023&&RTL022,0,M7
