index,Image_name,specimen,species,source_dataset,title,date,specimenId,sex,abdomenStatus,morphSpecies,morphSex,morphAbdomenStatus,morphNotes,country,district,site,speciesArray,speciesScore,abdomenArray,abdomenScore,abdomen2Array,abdomen2Score,sexArray,sexScore,speciesModel,sexModel,abdomenStatusModel,abdomenStatus2Model,appVersion,yolovCoordinates,fullImage,image,yolovConfidenceLevel,imageZoomed,status,latitude,longitude,cityName,deviceInUse,phoneInUse,deviceId,localId,collectionMethod,createdAt,hardware,isCompleted,name,notes,updatedAt,specimenIdDup,image_exists
3135,MYG.10KJ03&&20-01-2023&&KJM50_01.jpg,MYG.10KJ03&&20-01-2023&&KJM50,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3138,MYG.10KJ03&&20-01-2023&&KJM45_02.jpg,MYG.10KJ03&&20-01-2023&&KJM45,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3139,MYG.10KJ03&&20-01-2023&&KJM45_01.jpg,MYG.10KJ03&&20-01-2023&&KJM45,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3140,MYG.10KJ03&&20-01-2023&&KJM45.jpg,MYG.10KJ03&&20-01-2023&&KJM45,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3141,MYG.10KJ03&&20-01-2023&&KJM50.jpg,MYG.10KJ03&&20-01-2023&&KJM50,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3142,MYG.10KJ03&&20-01-2023&&KJM57_02.jpg,MYG.10KJ03&&20-01-2023&&KJM57,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3143,MYG.10KJ03&&20-01-2023&&KJM51.jpg,MYG.10KJ03&&20-01-2023&&KJM51,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3144,MYG.10KJ03&&20-01-2023&&KJM52.jpg,MYG.10KJ03&&20-01-2023&&KJM52,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3145,MYG.10KJ03&&20-01-2023&&KJM57_01.jpg,MYG.10KJ03&&20-01-2023&&KJM57,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3147,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3148,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107_07.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3149,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3150,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112_06.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3151,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3153,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3154,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3155,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3157,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3158,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3159,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3160,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3161,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3162,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3163,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3164,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3165,ADJUMANI02BJ-01NL&&14-01-2023&&JOA109_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA109,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3166,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3167,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3168,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3169,ADJUMANI02BJ-01NL&&14-01-2023&&JOA110_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA110,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3170,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3171,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3172,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3173,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3174,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3175,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3177,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3178,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3180,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA104,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3181,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3182,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3183,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3184,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3185,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3186,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA114,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3187,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA115,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3188,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3189,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3190,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA106,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3191,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3192,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3193,ADJUMANI02BJ-01NL&&14-01-2023&&JOA109.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA109,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3195,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA107,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3196,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA112,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3197,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3198,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3199,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3201,ADJUMANI02BJ-01NL&&14-01-2023&&JOA109_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA109,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3202,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3203,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113_01.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3204,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA116,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3205,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3206,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117_05.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3207,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113_02.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA113,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3208,ADJUMANI02BJ-01NL&&14-01-2023&&JOA110.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA110,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3209,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117_04.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA117,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3211,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111_03.jpg,ADJUMANI02BJ-01NL&&14-01-2023&&JOA111,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3213,MYG02KS02&&21-01-2023&&KSM012.jpg,MYG02KS02&&21-01-2023&&KSM012,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3214,MYG02KS02&&21-01-2023&&KSM014_01.jpg,MYG02KS02&&21-01-2023&&KSM014,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3215,MYG02KS02&&21-01-2023&&KSM013_01.jpg,MYG02KS02&&21-01-2023&&KSM013,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3216,mg_nch_001&&01-02-2023&&MG001.jpg,mg_nch_001&&01-02-2023&&MG001,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3217,mg_nch_001&&01-02-2023&&MG002.jpg,mg_nch_001&&01-02-2023&&MG002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3251,Mayuge_SP_NONMOSQUITO_01&&21-01-2023&&SPNM026.jpg,Mayuge_SP_NONMOSQUITO_01&&21-01-2023&&SPNM026,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3262,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM107.jpg,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM107,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3270,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM109.jpg,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM109,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3271,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM108.jpg,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM108,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3272,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM113.jpg,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM113,5,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3281,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM114.jpg,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM114,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3287,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM116.jpg,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM116,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3292,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM115.jpg,Mayuge_NONMOSQUITOS&&21-01-2023&&SPNM115,3,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3293,Mayuge_02_SP_01&&21-01-2023&&SPM002.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3294,Mayuge_02_SP_01&&21-01-2023&&SPM003.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM003,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3295,Mayuge_02_SP_01&&21-01-2023&&SPM015.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM015,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3297,Mayuge_02_SP_01&&21-01-2023&&SPM001.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM001,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3298,Mayuge_02_SP_01&&21-01-2023&&SPM013_02.jpg,Mayuge02SP01&&21-01-2023&&SPM013,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3299,Mayuge_02_SP_01&&21-01-2023&&SPM013.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM013,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3300,Mayuge_02_SP_01&&21-01-2023&&SPM021.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM021,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3301,Mayuge_02_SP_01&&21-01-2023&&SPM009.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM009,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3302,Mayuge_02_SP_01&&21-01-2023&&SPM011.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM011,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3303,Mayuge_02_SP_01&&21-01-2023&&SPM005.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3304,Mayuge_02_SP_01&&21-01-2023&&SPM014.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM014,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3305,Mayuge_02_SP_01&&21-01-2023&&SPM008.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM008,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3306,Mayuge_02_SP_01&&21-01-2023&&SPM019.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM019,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3307,Mayuge_02_SP_01&&21-01-2023&&SPM013_01.jpg,Mayuge02SP01&&21-01-2023&&SPM013,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3308,Mayuge_02_SP_01&&21-01-2023&&SPM012.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM012,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3309,Mayuge_02_SP_01&&21-01-2023&&SPM022.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM022,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3310,Mayuge_02_SP_01&&21-01-2023&&SPM016.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM016,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3311,Mayuge_02_SP_01&&21-01-2023&&SPM020.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM020,1,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3312,Mayuge_02_SP_01&&21-01-2023&&SPM004.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM004,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3315,Mayuge_02_SP_01&&21-01-2023&&SPM020_01.jpg,Mayuge02SP01&&21-01-2023&&SPM020,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3316,Mayuge_02_SP_01&&21-01-2023&&SPM010.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM010,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3317,Mayuge_02_SP_01&&21-01-2023&&SPM017.jpg,Mayuge_02_SP_01&&21-01-2023&&SPM017,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3318,Lira-04RT-01&&09-01-2023&&RTL005.jpg,Lira-04RT-01&&09-01-2023&&RTL005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3319,Lira-04RT-01&&09-01-2023&&RTL004.jpg,Lira-04RT-01&&09-01-2023&&RTL004,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3320,Lira-04RT-01&&09-01-2023&&RTL004_03.jpg,Lira-04RT-01&&09-01-2023&&RTL004,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3321,Lira-04RT-01&&09-01-2023&&RTL004_02.jpg,Lira-04RT-01&&09-01-2023&&RTL004,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3322,Lira-04RT-01&&09-01-2023&&RTL005_01.jpg,Lira-04RT-01&&09-01-2023&&RTL005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3323,Lira-04RT-01&&09-01-2023&&RTL005_03.jpg,Lira-04RT-01&&09-01-2023&&RTL005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3324,Lira-04RT-01&&09-01-2023&&RTL005_02.jpg,Lira-04RT-01&&09-01-2023&&RTL005,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3325,MYG.02KJ.01&&21-01-2023&&KJM001_03.jpg,MYG.02KJ.01&&21-01-2023&&KJM001,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3326,MYG.02KJ.01&&21-01-2023&&KJM001_01.jpg,MYG.02KJ.01&&21-01-2023&&KJM001,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3328,MYG.02KJ.01&&21-01-2023&&KJM001_02.jpg,MYG.02KJ.01&&21-01-2023&&KJM001,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3329,MYG.02KJ.01&&21-01-2023&&KJM002_03.jpg,MYG.02KJ.01&&21-01-2023&&KJM002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3330,MYG.02KJ.01&&21-01-2023&&KJM002_05.jpg,MYG.02KJ.01&&21-01-2023&&KJM002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3331,MYG.02KJ.01&&21-01-2023&&KJM002_04.jpg,MYG.02KJ.01&&21-01-2023&&KJM002,0,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
3332,MYG.01KJ.01&&20-01-2023&&KJM033_02.jpg,MYG.01KJ.01&&20-01-2023&&KJM033,4,M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
